BusStopCode,planning_area,Longitude,Latitude,Description,RoadName,subzone_name
15129,Queenstown,103.7840187,1.289164678,Opp Sci Pk 2/The Gemini,Sth Buona Vista Rd,Kent Ridge
15131,Queenstown,103.784489,1.292543437,Kent Ridge Stn,Sth Buona Vista Rd,National University Of S'pore
15139,Queenstown,103.784585,1.29241,Kent Ridge Stn Exit B,Sth Buona Vista Rd,Kent Ridge
15141,Queenstown,103.8009595,1.272758605,Labrador Pk Stn,Pasir Panjang Rd,Port
15149,Queenstown,103.8005555,1.273418719,Labrador Pk Stn/PSA Bldg,Pasir Panjang Rd,Pasir Panjang 2
15151,Queenstown,103.7982221,1.273891929,Opp Mapletree Biz City,Pasir Panjang Rd,Port
15159,Queenstown,103.7983935,1.274263038,Mapletree Business City,Pasir Panjang Rd,Pasir Panjang 2
15161,Queenstown,103.7966606,1.274438062,Pasir Panjang Ctr,Pasir Panjang Rd,Port
15169,Queenstown,103.7967399,1.274814993,Harbourside Ind Bldg 2,Pasir Panjang Rd,Pasir Panjang 2
15181,Queenstown,103.7854136,1.291084964,Opp Ascent,Science Pk Dr,Kent Ridge
15189,Queenstown,103.7855026,1.290797795,Ascent,Science Pk Dr,Kent Ridge
15191,Queenstown,103.7926357,1.27581227,Pasir Panjang Stn/Fc,Pasir Panjang Rd,Port
15199,Queenstown,103.793184,1.276042409,Opp Currency Hse,Pasir Panjang Rd,Pasir Panjang 2
15201,Queenstown,103.7897086,1.276808191,Aft Pasir Panjang Stn,Pasir Panjang Rd,Port
15209,Queenstown,103.7902343,1.277065619,Bef Pasir Panjang Stn,Pasir Panjang Rd,Pasir Panjang 2
15211,Queenstown,103.7864281,1.277924421,Opp Pasir View Pk,Pasir Panjang Rd,Port
15219,Queenstown,103.7870103,1.278181141,Pasir View Pk,Pasir Panjang Rd,Pasir Panjang 2
15221,Queenstown,103.7854896,1.279499235,Aft Sth Buona Vista Rd,Pasir Panjang Rd,Pasir Panjang 1
15229,Queenstown,103.7857273,1.27937639,Bef Sth Buona Vista Rd,Pasir Panjang Rd,Pasir Panjang 1
16009,Queenstown,103.7698832,1.294253411,Kent Ridge Ter,Clementi Rd,National University Of S'pore
16011,Queenstown,103.7818693,1.282777664,Opp Haw Par Villa Stn,Pasir Panjang Rd,Pasir Panjang 1
16019,Queenstown,103.7821761,1.282780786,Haw Par Villa Stn,Pasir Panjang Rd,Pasir Panjang 1
16021,Queenstown,103.7798103,1.286257931,Opp Gloria Mansion,Pasir Panjang Rd,Pasir Panjang 1
16029,Queenstown,103.7802214,1.286084722,Gloria Mansion,Pasir Panjang Rd,Pasir Panjang 1
16031,Queenstown,103.7784648,1.28800629,Opp S'pore Science Pk II,Pasir Panjang Rd,Pasir Panjang 1
16039,Queenstown,103.7787203,1.287990202,S'pore Science Pk II,Pasir Panjang Rd,Pasir Panjang 1
16041,Queenstown,103.776601,1.289308651,OPP LUXE VILLE,Pasir Panjang Rd,Pasir Panjang 1
16049,Queenstown,103.7773895,1.289106964,WHITEHAVEN,Pasir Panjang Rd,Pasir Panjang 1
16051,Queenstown,103.7742604,1.290148616,The Crystal Tabernacle Ch,Pasir Panjang Rd,Pasir Panjang 1
16059,Queenstown,103.7759414,1.289672662,Jamiyah Halfway Hse,Pasir Panjang Rd,Pasir Panjang 1
16061,Queenstown,103.7735617,1.290462572,Opp Heng Mui Keng Terr,Pasir Panjang Rd,Pasir Panjang 1
16069,Queenstown,103.7731167,1.290829722,Heng Mui Keng Terr,Pasir Panjang Rd,Pasir Panjang 1
16071,Queenstown,103.7711722,1.291299408,Opp Pasir Panjang PO,Pasir Panjang Rd,Pasir Panjang 1
16079,Queenstown,103.7712984,1.291382649,Bef Pasir Panjang PO,Pasir Panjang Rd,Pasir Panjang 1
16081,Queenstown,103.7686614,1.291957778,Aft Palm Green Condo,Pasir Panjang Rd,Pasir Panjang 1
16089,Queenstown,103.7690842,1.292011383,Aft Clementi Rd,Pasir Panjang Rd,Pasir Panjang 1
16091,Queenstown,103.779369,1.299275,Opp SIT Dover,AYE,National University Of S'pore
16099,Queenstown,103.7781514,1.3006125,SIT Dover,AYE,Dover
16101,Queenstown,103.7796924,1.289238319,Inst Of Micro-Electronics,Science Pk Rd,Pasir Panjang 1
16109,Queenstown,103.7795084,1.289111693,The Alpha,Science Pk Rd,Pasir Panjang 1
16111,Queenstown,103.7828311,1.28700982,Aries,Science Pk Rd,Pasir Panjang 1
16119,Queenstown,103.7826055,1.286976507,Teletech Pk,Science Pk Rd,Pasir Panjang 1
16121,Queenstown,103.7834514,1.2865113,Galen,Science Pk Rd,Pasir Panjang 1
16131,Clementi,103.769352,1.294876391,Opp Kent Ridge Ter,Clementi Rd,Clementi Woods
16139,Queenstown,103.7697486,1.295379444,Bef Kent Ridge Ter,Clementi Rd,National University Of S'pore
16141,Queenstown,103.7695952,1.297868335,Tentera Diraja Mque,Clementi Rd,Clementi Woods
16149,Queenstown,103.7699403,1.297818334,NUS Fac Of Architecture,Clementi Rd,National University Of S'pore
16151,Queenstown,103.7699356,1.300761389,The Japanese Pr Sch,Clementi Rd,Clementi Woods
16159,Queenstown,103.7701703,1.300603334,NUS Fac Of Engrg,Clementi Rd,National University Of S'pore
16161,Queenstown,103.7736942,1.301075,Nus Museums,Kent Ridge Cres,National University Of S'pore
16169,Queenstown,103.7727042,1.300983333,NUS Raffles Hall,Kent Ridge Cres,National University Of S'pore
16171,Queenstown,103.7743823,1.298901502,Yusof Ishak Hse,Kent Ridge Cres,National University Of S'pore
16179,Queenstown,103.7741773,1.298981642,Opp Yusof Ishak Hse,Kent Ridge Cres,National University Of S'pore
16181,Queenstown,103.7725425,1.296565724,Ctrl Lib,Kent Ridge Cres,National University Of S'pore
16189,Queenstown,103.772848,1.297361,Information Technology,Kent Ridge Cres,National University Of S'pore
16191,Queenstown,103.7703702,1.296143074,Opp NUS Fac Of Architect,Kent Ridge Cres,National University Of S'pore
16199,Queenstown,103.7707292,1.296393036,NUS Fac Of Design & Env,Kent Ridge Cres,National University Of S'pore
16201,Queenstown,103.7841076,1.281300632,Barossa Gdns,Pasir Panjang Rd,Pasir Panjang 1
16209,Queenstown,103.7840065,1.281590928,HORIZON RESIDENCES,Pasir Panjang Rd,Pasir Panjang 1
16211,Queenstown,103.7835758,1.279418611,Wharves Bldg,West Coast Highway,Port
16219,Queenstown,103.7836236,1.280158333,Opp Wharves Bldg,West Coast Highway,Pasir Panjang 1
16221,Queenstown,103.7811842,1.282975855,Opp Haw Par Villa Stn,West Coast Highway,Port
16229,Queenstown,103.7815996,1.283009073,Haw Par Villa Stn,West Coast Highway,Pasir Panjang 1
16231,Queenstown,103.7785293,1.286359473,Wholesale Ctr,West Coast Highway,Port
16239,Queenstown,103.7789344,1.286435278,Opp Wholesale Ctr,West Coast Highway,Pasir Panjang 1
16241,Queenstown,103.7735261,1.289103056,Bef West Coast Pk,West Coast Highway,Port
16249,Queenstown,103.7740068,1.289282771,Bef Wholesale Ctr,West Coast Highway,Pasir Panjang 1
16891,Clementi,103.7681614,1.309821867,Opp Blk 420A,Clementi Ave 1,Clementi Woods
16991,Clementi,103.7698858,1.307779298,Opp Nan Hua High Sch,Clementi Ave 1,Clementi Woods
17009,Clementi,103.7641223,1.314915729,Clementi Int,Clementi Ave 3,Clementi Central
17011,Clementi,103.7668819,1.293869008,Opp Varsity Pk,West Coast Rd,Clementi West
17019,Clementi,103.7670518,1.293797479,Varsity Pk,West Coast Rd,Clementi Woods
17021,Clementi,103.766912,1.296737026,Waseda S Snr High Sch,West Coast Rd,Clementi West
17029,Clementi,103.767103,1.296945701,Opp Waseda S Snr High Sch,West Coast Rd,Clementi Woods
17031,Clementi,103.7656763,1.301723058,Kent Ridge Sec Sch,West Coast Rd,Clementi West
17039,Clementi,103.7660643,1.301531646,Opp Kent Ridge Sec Sch,West Coast Rd,Clementi Woods
17041,Clementi,103.7645595,1.304210157,Blk 726 Clementi West Mkt,West Coast Rd,Clementi West
17049,Clementi,103.7645982,1.304706382,Blk 601,West Coast Rd,Clementi Woods
17051,Clementi,103.7624015,1.3172641,Opp Regent Pk,Clementi Ave 6,Clementi Central
17059,Clementi,103.7617011,1.316943333,Regent Pk,Clementi Ave 6,Faber
17061,Clementi,103.7618051,1.307758348,Blk 701,West Coast Rd,Clementi West
17069,Clementi,103.7621407,1.307766372,Opp Blk 701,West Coast Rd,Clementi Central
17071,Clementi,103.7604443,1.308917819,Blk 513,West Coast Rd,Clementi West
17079,Clementi,103.7599936,1.309683042,Blk 512,West Coast Rd,Clementi Central
17081,Clementi,103.7645789,1.299503056,Aft West Coast Highway,West Coast Link,Clementi West
17091,Queenstown,103.7715778,1.309048052,Aft Clementi Ave 1,Clementi Rd,Clementi Woods
17099,Queenstown,103.7716527,1.30783047,YALE-NUS COLLEGE,Clementi Rd,Dover
17101,Queenstown,103.771792,1.314874732,Blk 352,Clementi Rd,Clementi North
17109,Queenstown,103.7721831,1.315527141,Opp Blk 352,Clementi Rd,Singapore Polytechnic
17111,Clementi,103.7712464,1.317798098,Blk 343,Clementi Rd,Clementi North
17119,Queenstown,103.7719327,1.31728447,Opp Blk 343,Clementi Rd,Singapore Polytechnic
17121,Clementi,103.7694454,1.304764103,Blk 610,AYE,Clementi Woods
17129,Clementi,103.7698584,1.305141367,Aft NUS High Sch,AYE,Clementi Woods
17131,Clementi,103.7659111,1.308041389,Clementi Flyover,AYE,Clementi Woods
17139,Clementi,103.76587,1.309033047,Aft Clementi Swim Cplx,AYE,Clementi Central
17141,Clementi,103.7635,1.310995,Clementi Stadium,AYE,Clementi Central
17149,Clementi,103.7634618,1.311715151,Blk 426,AYE,Clementi Central
17151,Clementi,103.7696099,1.311695194,Blk 410,C'wealth Ave West,Clementi Woods
17159,Clementi,103.7698144,1.311975556,Blk 365,C'wealth Ave West,Clementi North
17161,Clementi,103.7668548,1.312409936,Blk 455,C'wealth Ave West,Clementi Central
17169,Clementi,103.7667967,1.312845278,Blk 329,C'wealth Ave West,Clementi North
17171,Clementi,103.765027,1.314973993,Clementi Stn Exit A,C'wealth Ave West,Clementi Central
17179,Clementi,103.76536,1.315281916,Clementi Stn Exit B,C'wealth Ave West,Clementi North
17181,Clementi,103.7638855,1.317495708,Opp Blk 317,C'wealth Ave West,Clementi Central
17189,Clementi,103.7640641,1.317905022,Blk 317,C'wealth Ave West,Clementi North
17191,Clementi,103.7698914,1.305669444,NUS High Sch,Clementi Rd,Clementi Woods
17201,Clementi,103.7673489,1.320557151,Blk 308,Clementi Ave 4,Clementi North
17211,Clementi,103.7658972,1.318288061,Bet Blks 315/318,Clementi Ave 4,Clementi North
17219,Clementi,103.7661586,1.3182,Blk 376,Clementi Ave 4,Clementi North
17221,Clementi,103.7679002,1.317356313,Blk 377,Clementi Ave 5,Clementi North
17229,Clementi,103.7682421,1.317284025,Blk 335,Clementi Ave 5,Clementi North
17239,Clementi,103.7658489,1.312440556,NTUC Fairprice,Clementi Ave 3,Clementi Central
17241,Clementi,103.769055,1.315191148,Blk 334,Clementi Ave 2,Clementi North
17249,Clementi,103.7693364,1.315171111,Blk 355,Clementi Ave 2,Clementi North
17251,Clementi,103.76744,1.31148,Blk 460,Clementi Ave 2,Clementi Central
17259,Clementi,103.7674607,1.310927982,Opp Blk 460,Clementi Ave 2,Clementi Woods
17269,Clementi,103.7627418,1.305135632,Blk 730,Clementi West St 2,Clementi West
17279,Clementi,103.7631929,1.302924943,Blk 723,Clementi West St 2,Clementi West
17289,Clementi,103.7647147,1.302324942,West Coast CC,Clementi West St 2,Clementi West
17291,Queenstown,103.7696983,1.290351405,West Coast Pk,West Coast Highway,Port
17299,Queenstown,103.7700506,1.290605556,Opp West Coast Pk,West Coast Highway,Pasir Panjang 1
17301,Queenstown,103.7651669,1.294953611,Opp West Coast View,West Coast Highway,Port
17309,Queenstown,103.7652456,1.295370833,West Coast View,West Coast Highway,Clementi West
17311,Queenstown,103.7622944,1.301016986,Emerson Process,West Coast Highway,Port
17319,Clementi,103.7622997,1.301839156,Blk 716,West Coast Highway,Clementi West
17321,Clementi,103.7603536,1.304834167,Tien Wah Press Bldg,West Coast Highway,Pandan
17329,Clementi,103.7605839,1.305050556,Blk 705,West Coast Highway,Clementi West
17331,Clementi,103.7583311,1.307588333,Opp Blk 518,West Coast Highway,Pandan
17339,Clementi,103.7585047,1.307857222,Blk 518,West Coast Highway,Clementi West
17351,Clementi,103.7657644,1.29358,Aft Clementi Rd,West Coast Highway,Port
17359,Queenstown,103.7662175,1.293337222,Bef Clementi Rd,West Coast Highway,Clementi West
17361,Queenstown,103.7634625,1.2985975,Opp West Coast Link,West Coast Highway,Port
17369,Clementi,103.7638686,1.298405833,Aft West Coast Link,West Coast Highway,Clementi West
17371,Clementi,103.7635659,1.320581947,Blk 201,Clementi Ave 6,Clementi North
17379,Clementi,103.7638943,1.320490892,Blk 304,Clementi Ave 6,Clementi North
17381,Clementi,103.7668644,1.299076389,West Bay Resort Condo,West Coast Rd,Clementi West
17389,Clementi,103.7670019,1.299081389,Opp West Bay Resort Condo,West Coast Rd,Clementi Woods
18011,Queenstown,103.8021033,1.280870897,Aft Hortpark,Alexandra Rd,Kent Ridge
18019,Bukit Merah,103.8025231,1.280910556,Bef Telok Blangah Hill Pk,Alexandra Rd,Telok Blangah Drive
18021,Queenstown,103.7889243,1.296452977,Opp GEMPLUS,Ayer Rajah Cres,One North
18029,Queenstown,103.7891805,1.296098115,Tempco Mfg,Ayer Rajah Cres,One North
18041,Queenstown,103.793174,1.288360253,Normanton Pk,AYE,Kent Ridge
18049,Queenstown,103.7920809,1.290181477,Opp Science Pk,AYE,One North
18051,Queenstown,103.7873442,1.29863776,One-North Stn,Ayer Rajah Ave,One North
18059,Queenstown,103.7872067,1.298491389,Opp One-North Stn,Ayer Rajah Ave,One North
18061,Queenstown,103.7873805,1.296715889,Blk 71,Ayer Rajah Cres,One North
18069,Queenstown,103.7875521,1.296490641,Opp Blk 71,Ayer Rajah Cres,One North
18071,Queenstown,103.784491,1.295425,NUH,Buona Vista Flyover,National University Of S'pore
18079,Queenstown,103.7845539,1.296481774,Opp NUH,Buona Vista Flyover,One North
18081,Queenstown,103.7873375,1.294785193,Blk 55,Ayer Rajah Cres,One North
18089,Queenstown,103.7875736,1.294806759,S'pore Post,Ayer Rajah Cres,One North
18099,Queenstown,103.7895362,1.293931694,Ayer Rajah Bus Pk,Ayer Rajah Cres,One North
18101,Queenstown,103.786354,1.292825,PSB Science Pk Bldg,Buona Vista Flyover,Kent Ridge
18109,Queenstown,103.786726,1.294034366,Opp PSB Science Pk Bldg,Buona Vista Flyover,One North
18111,Queenstown,103.7844842,1.300593056,Fairfield Meth Pr Sch,Dover Rd,Dover
18119,Queenstown,103.7846675,1.300046389,Opp Fairfield Meth Pr Sch,Dover Rd,Dover
18121,Queenstown,103.7854209,1.29751168,Opp Ayer Rajah Ind Est,Buona Vista Flyover,One North
18129,Queenstown,103.7857077,1.297762254,Ayer Rajah Ind Est,Buona Vista Flyover,One North
18131,Queenstown,103.7918328,1.289500735,Science Pk,AYE,Kent Ridge
18141,Queenstown,103.7878809,1.304182797,Aft Anglo-Chinese JC,Nth Buona Vista Rd,One North
18149,Queenstown,103.7872414,1.302530011,Essec Business Sch,Nth Buona Vista Rd,One North
18151,Queenstown,103.7886429,1.300510831,Opp One-North Stn/Galaxis,Portsdown Rd,One North
18159,Queenstown,103.7885837,1.300346899,One-North Stn/Galaxis,Portsdown Rd,One North
18171,Queenstown,103.7941291,1.299054786,Bef Weyhill Cl,Portsdown Rd,One North
18179,Queenstown,103.7930455,1.299881075,Opp Weyhill Cl,Portsdown Rd,One North
18181,Queenstown,103.7936936,1.297145853,Opp Tanglin Trust Sch,Portsdown Rd,One North
18189,Queenstown,103.7939032,1.29839663,Tanglin Trust Sch,Portsdown Rd,One North
18191,Queenstown,103.7959439,1.294456111,Bef Whitchurch Rd,Portsdown Rd,One North
18199,Queenstown,103.7940762,1.295443428,Aft Whitchurch Rd,Portsdown Rd,One North
18201,Queenstown,103.7932288,1.294980987,Mediacorp Campus,Media Circle,One North
18211,Queenstown,103.7952226,1.291618169,Infinite Studios,Portsdown Rd,One North
18221,Queenstown,103.7834655,1.296300678,NUH,Lower Kent Ridge Rd,National University Of S'pore
18239,Queenstown,103.7831878,1.296789434,Opp NUH,Lower Kent Ridge Rd,National University Of S'pore
18241,Queenstown,103.7870786,1.290923045,Opp Dnv Gl Technology Ctr,Science Pk Dr,Kent Ridge
18249,Queenstown,103.787127,1.290724,Dnv Gl Technology Ctr,Science Pk Dr,Kent Ridge
18251,Queenstown,103.7884536,1.290681389,Opp Reuters,Science Pk Dr,Kent Ridge
18261,Queenstown,103.7893381,1.290159968,Opp DSO Natl Laboratories,Science Pk Dr,Kent Ridge
18269,Queenstown,103.7891869,1.290103333,Bef Reuters,Science Pk Dr,Kent Ridge
18271,Queenstown,103.7899278,1.288407,Blk 85,Science Pk Dr,Kent Ridge
18279,Queenstown,103.7897662,1.288406368,Opp Blk 85,Science Pk Dr,Kent Ridge
18281,Queenstown,103.7912122,1.287525569,The Rutherford,Science Pk Dr,Kent Ridge
18289,Queenstown,103.791206,1.287381057,Opp The Rutherford,Science Pk Dr,Kent Ridge
18301,Queenstown,103.780927,1.297385215,Lim Seng Tjoe Bldg (LT 27),Lower Kent Ridge Rd,National University Of S'pore
18309,Queenstown,103.781342,1.297520117,Blk S17,Lower Kent Ridge Rd,National University Of S'pore
18311,Queenstown,103.7779213,1.297438148,Blk S12,Lower Kent Ridge Rd,National University Of S'pore
18319,Queenstown,103.7781311,1.297526389,Opp University Hall,Lower Kent Ridge Rd,National University Of S'pore
18321,Queenstown,103.7756192,1.298793333,Opp University Health Ctr,Lower Kent Ridge Rd,National University Of S'pore
18329,Queenstown,103.7761142,1.298924444,University Health Ctr,Lower Kent Ridge Rd,National University Of S'pore
18331,Queenstown,103.7848914,1.29370722,Kent Ridge Stn Exit A/NUH,Lower Kent Ridge Rd,National University Of S'pore
18339,Queenstown,103.7850791,1.293793029,Opp Kent Ridge Stn Exit A,Lower Kent Ridge Rd,National University Of S'pore
19011,Queenstown,103.7842367,1.307816389,Blk 19A CP,C'wealth Ave West,Dover
19019,Queenstown,103.7847592,1.308073056,Blk 27,C'wealth Ave West,Ghim Moh
19021,Queenstown,103.7812018,1.309654902,SP SMA,C'wealth Ave West,Singapore Polytechnic
19029,Queenstown,103.7820188,1.30956092,Opp SP SMA,C'wealth Ave West,Singapore Polytechnic
19031,Queenstown,103.7783836,1.311234167,Dover Stn Exit A,C'wealth Ave West,Singapore Polytechnic
19039,Queenstown,103.7786839,1.311679511,Dover Stn Exit B,C'wealth Ave West,Singapore Polytechnic
19041,Queenstown,103.7755275,1.312359722,Opp Sch Of Science & Tech,C'wealth Ave West,Singapore Polytechnic
19049,Queenstown,103.7747922,1.312663022,Sch Of Science & Tech,C'wealth Ave West,Singapore Polytechnic
19051,Queenstown,103.7739233,1.308964444,New Town Sec Sch,Dover Rd,Singapore Polytechnic
19059,Queenstown,103.7727225,1.308945,University Town,Dover Rd,Dover
19061,Queenstown,103.7778212,1.307524427,Ayer Rajah Telecoms,Dover Rd,Singapore Polytechnic
19069,Queenstown,103.7767117,1.307787583,Opp Ayer Rajah Telecoms,Dover Rd,Dover
19071,Queenstown,103.7810831,1.305155,Opp Acs Independent,Dover Rd,Dover
19079,Queenstown,103.7801297,1.306103056,Dover Ct Intl Sch,Dover Rd,Dover
19081,Queenstown,103.7828247,1.302569722,Opp ACS Boarding Sch,Dover Rd,Dover
19089,Queenstown,103.7818439,1.303703056,Acs Independent,Dover Rd,Dover
19091,Queenstown,103.7820822,1.307392778,S'pore Poly,Dover Ave,Singapore Polytechnic
19099,Queenstown,103.7819124,1.30697118,Opp S'pore Poly,Dover Ave,Dover
20011,Clementi,103.7612873,1.313086246,Blk 506,AYE,Clementi Central
20019,Clementi,103.7615108,1.313576111,Blk 431,AYE,Clementi Central
20021,Clementi,103.7578896,1.316759237,NEWEST,AYE,West Coast
20029,Clementi,103.7576799,1.317728339,OPP NEWEST,AYE,Faber
20031,Clementi,103.7546468,1.320559871,The Infiniti,AYE,West Coast
20039,Clementi,103.7547151,1.321024998,Opp The Infiniti,AYE,Faber
20051,Jurong East,103.7475443,1.322587082,Cycle & Carriage,AYE,Teban Gardens
20059,Jurong East,103.7476935,1.323321088,Opp Cycle & Carriage,AYE,International Business Park
20061,Jurong East,103.7429857,1.323806141,Aft Jurong Town Hall Rd,Jln Ahmad Ibrahim,Teban Gardens
20069,Jurong East,103.7441879,1.324056365,Bef Jurong Town Hall Rd,Jln Ahmad Ibrahim,Lakeside
20081,Jurong East,103.7387923,1.326604729,Carrier S'pore,Jln Ahmad Ibrahim,Teban Gardens
20089,Jurong East,103.739223,1.327029677,Opp Carrier S'pore,Jln Ahmad Ibrahim,Lakeside
20101,Clementi,103.7622193,1.319937142,Nan Hua Pr Sch,C'wealth Ave West,Faber
20109,Clementi,103.76207,1.320852201,Blk 203,C'wealth Ave West,Clementi North
20121,Jurong East,103.73708,1.320239722,Opp Blk 51,West Coast Rd,Teban Gardens
20129,Jurong East,103.7375411,1.32034555,Bet Blks 50/51,West Coast Rd,Teban Gardens
20131,Clementi,103.7518512,1.315593616,S'pore Food Industries Bldg,West Coast Rd,Pandan
20139,Clementi,103.7520438,1.315841669,Opp Angliss Bldg,West Coast Rd,West Coast
20141,Jurong East,103.7487711,1.317719998,Opp Blk 408,West Coast Rd,Teban Gardens
20149,Jurong East,103.7489727,1.317959697,Blk 408,West Coast Rd,Teban Gardens
20151,Jurong East,103.7463105,1.318296687,Opp Blk 411,West Coast Rd,Teban Gardens
20159,Jurong East,103.7464017,1.318511375,Blk 411,West Coast Rd,Teban Gardens
20161,Jurong East,103.742137,1.319154766,Opp Blks 34/35,West Coast Rd,Teban Gardens
20169,Jurong East,103.7425125,1.319283478,Blk 35,West Coast Rd,Teban Gardens
20171,Jurong East,103.7398443,1.319676814,Opp Blk 47,West Coast Rd,Teban Gardens
20179,Jurong East,103.7391007,1.32000212,Aft Teban Gdns Rd,West Coast Rd,Teban Gardens
20181,Jurong East,103.7474585,1.320484789,Ayer Rajah CC,Pandan Gdns,Teban Gardens
20189,Jurong East,103.747273,1.320305014,Opp Ayer Rajah CC,Pandan Gdns,Teban Gardens
20191,Jurong East,103.7484564,1.319241667,Blk 407,Pandan Gdns,Teban Gardens
20199,Jurong East,103.7481997,1.319081111,Blk 410,Pandan Gdns,Teban Gardens
20201,Jurong East,103.7434053,1.321276111,Teban Gdn PO,Teban Gdns Rd,Teban Gardens
20209,Jurong East,103.7440744,1.320433333,Bef Jurong Town Hall Rd,Teban Gdns Rd,Teban Gardens
20211,Jurong East,103.74184,1.321771939,Blk 41,Teban Gdns Rd,Teban Gardens
20219,Jurong East,103.7414333,1.3220569,Opp Blk 41,Teban Gdns Rd,Teban Gardens
20231,Jurong East,103.739444,1.322344073,Bef Hasanah Mque,Teban Gdns Rd,Teban Gardens
20239,Jurong East,103.7394701,1.322468796,Aft Hasanah Mque,Teban Gdns Rd,Teban Gardens
20241,Jurong East,103.7363836,1.321162775,Opp Blk 54,Penjuru Rd,Jurong River
20249,Jurong East,103.7367036,1.32162,Blk 54,Penjuru Rd,Teban Gardens
20251,Jurong East,103.744471,1.31975501,Bef Teban Gdns Rd,Jurong Town Hall Rd,Teban Gardens
20259,Jurong East,103.74477,1.319621876,C'wealth Sec Sch,Jurong Town Hall Rd,Teban Gardens
20261,Jurong East,103.7454642,1.321599731,Aft Pandan Gdns,Jurong Town Hall Rd,Teban Gardens
20269,Jurong East,103.7458094,1.321517806,Bef Pandan Gdns,Jurong Town Hall Rd,Teban Gardens
20271,Jurong East,103.7455089,1.325275533,Opp German Ctr,Jurong Town Hall Rd,Lakeside
20281,Clementi,103.7548421,1.312342195,Opp The Japanese Sec Sch,West Coast Highway,Pandan
20289,Clementi,103.7550342,1.312488018,The Japanese Sec Sch,West Coast Highway,West Coast
20291,Clementi,103.7577143,1.310950623,Tanglin Sec Sch,West Coast Rd,Clementi West
20299,Clementi,103.7585754,1.310928042,Opp Tanglin Sec Sch,West Coast Rd,Clementi Central
20309,Clementi,103.7540377,1.310623031,Blk L Pandan Light Ind Pk,Pandan Loop,Pandan
20319,Clementi,103.7528442,1.312594685,Blk T Pandan Light Ind Pk,Pandan Loop,Pandan
20329,Clementi,103.7510207,1.315033046,S'pore Food Ind,Pandan Loop,Pandan
20331,Clementi,103.7492633,1.313291389,Vejoil Pte Ltd,Pandan Loop,Pandan
20341,Clementi,103.7504733,1.311864722,Pan Tech Ind Cplx,Pandan Loop,Pandan
21011,Jurong East,103.7286685,1.325343288,Aft Jurong Lake,Jln Ahmad Ibrahim,Jurong River
21019,Jurong East,103.7270332,1.325548678,Aft Yuan Ching Rd,Jln Ahmad Ibrahim,Lakeside
21021,Jurong East,103.7237901,1.324193222,Bef Jurong Port Rd,Jln Ahmad Ibrahim,Jurong River
21029,Jurong West,103.7218077,1.324297286,AFT CORP PL,Jln Ahmad Ibrahim,Taman Jurong
21041,Boon Lay,103.7201203,1.320919722,Aft Jln Terusan,Jurong Port Rd,Liu Fang
21049,Boon Lay,103.7202452,1.321072505,Bef Jln Terusan,Jurong Port Rd,Jurong River
21051,Jurong East,103.7304481,1.312256111,Bef Penjuru Rd,Jln Boon Lay,Jurong River
21059,Jurong East,103.7301381,1.311953889,Aft Penjuru Rd,Jln Boon Lay,Penjuru Crescent
21069,Jurong East,103.7191853,1.312373056,Bef Jln Tepong,Jurong Port Rd,Jurong Port
21071,Jurong East,103.7222674,1.313942214,Jurong Abattoir,Jln Buroh,Jurong River
21079,Jurong East,103.7227976,1.31342751,Opp Jurong Abattoir,Jln Buroh,Jurong Port
21089,Jurong East,103.7229645,1.312064875,Bef Jln Buroh,Fishery Port Rd,Jurong Port
21099,Jurong East,103.7111035,1.310143773,Jurong Island Checkpt,Jurong Pier Way,Jurong Port
21109,Jurong East,103.7210977,1.311002999,Ctrl Fish Proc Fty,Jln Tepong,Jurong Port
21111,Boon Lay,103.7123833,1.314426405,Aft Jurong Pier Rd,Jln Buroh,Liu Fang
21119,Jurong East,103.7120194,1.313972918,Bef Jurong Pier Rd,Jln Buroh,Jurong Port
21121,Boon Lay,103.7160169,1.31469131,SPC Svc Stn,Jln Buroh,Liu Fang
21129,Jurong East,103.7149314,1.314274438,Opp SPC Svc Stn,Jln Buroh,Jurong Port
21131,Boon Lay,103.7179936,1.314708333,Bef Jurong Port Rd,Jln Buroh,Liu Fang
21139,Jurong East,103.7184656,1.314330447,Aft Jurong Port Rd,Jln Buroh,Jurong Port
21141,Jurong East,103.7195737,1.315174311,Aft Jln Buroh,Jurong Port Rd,Liu Fang
21149,Jurong East,103.719896,1.315633,Jurong Port Workshops,Jurong Port Rd,Jurong River
21151,Boon Lay,103.7198894,1.316992032,CWT Distripark,Jurong Port Rd,Liu Fang
21159,Boon Lay,103.7204292,1.318685624,Sin Soon Huat,Jurong Port Rd,Jurong River
21161,Jurong West,103.7127413,1.350439494,Blk 216B,Corporation Rd,Boon Lay Place
21169,Jurong West,103.7127581,1.350743561,Opp Blk 216B,Corporation Rd,Hong Kah
21171,Boon Lay,103.7190661,1.325816389,OPP CORP PL,Corporation Rd,Tukang
21179,Boon Lay,103.7192953,1.325861667,CORP PL,Corporation Rd,Taman Jurong
21181,Boon Lay,103.720953,1.329915,Opp Blk 161,Corporation Rd,Tukang
21189,Boon Lay,103.7212229,1.330260466,Blk 161,Corporation Rd,Taman Jurong
21191,Jurong West,103.7204454,1.332909822,Jurong Stadium,Corporation Rd,Taman Jurong
21199,Jurong West,103.7205129,1.333309472,Opp Jurong Stadium,Corporation Rd,Taman Jurong
