BusStopCode,Direction,Distance,Operator,ServiceNo,StopSequence
54471,1,4.9,SBST,50,12
54481,1,5.2,SBST,50,13
54491,1,5.7,SBST,50,14
54501,1,5.9,SBST,50,15
54651,1,6.3,SBST,50,16
66451,1,6.6,SBST,50,17
66461,1,6.9,SBST,50,18
66471,1,7.2,SBST,50,19
64121,1,7.5,SBST,50,20
67079,1,7.8,SBST,50,21
67069,1,8.2,SBST,50,22
67059,1,8.5,SBST,50,23
67049,1,8.9,SBST,50,24
67081,1,9.2,SBST,50,25
68011,1,9.5,SBST,50,26
67491,1,10,SBST,50,27
67481,1,10.4,SBST,50,28
67471,1,10.6,SBST,50,29
67321,1,11.1,SBST,50,30
65801,1,11.3,SBST,50,31
67379,1,11.6,SBST,50,32
67381,1,11.9,SBST,50,33
67391,1,12.2,SBST,50,34
67401,1,12.7,SBST,50,35
67101,1,13.2,SBST,50,36
67111,1,13.5,SBST,50,37
67121,1,13.9,SBST,50,38
67531,1,14.2,SBST,50,39
67521,1,14.5,SBST,50,40
65521,1,15.1,SBST,50,41
65231,1,15.6,SBST,50,42
65181,1,15.9,SBST,50,43
65321,1,16.3,SBST,50,44
65311,1,16.8,SBST,50,45
65301,1,17.3,SBST,50,46
65351,1,18,SBST,50,47
65009,1,18.5,SBST,50,48
65009,2,0,SBST,50,1
65359,2,0.6,SBST,50,2
65309,2,1.3,SBST,50,3
65319,2,1.8,SBST,50,4
65329,2,2.3,SBST,50,5
65189,2,2.8,SBST,50,6
65239,2,3.2,SBST,50,7
65529,2,3.6,SBST,50,8
67529,2,4.3,SBST,50,9
67539,2,4.7,SBST,50,10
67129,2,5,SBST,50,11
67119,2,5.2,SBST,50,12
67109,2,5.6,SBST,50,13
67409,2,6,SBST,50,14
67399,2,6.5,SBST,50,15
67389,2,6.8,SBST,50,16
67371,2,7.2,SBST,50,17
65809,2,7.4,SBST,50,18
67329,2,7.7,SBST,50,19
67479,2,8.2,SBST,50,20
67489,2,8.6,SBST,50,21
67499,2,8.9,SBST,50,22
68019,2,9.4,SBST,50,23
67089,2,9.6,SBST,50,24
67041,2,10,SBST,50,25
67051,2,10.3,SBST,50,26
67061,2,10.6,SBST,50,27
67071,2,11.1,SBST,50,28
64129,2,11.4,SBST,50,29
66479,2,11.8,SBST,50,30
66459,2,12.2,SBST,50,31
54659,2,12.6,SBST,50,32
54509,2,13.1,SBST,50,33
54499,2,13.3,SBST,50,34
54489,2,13.9,SBST,50,35
54479,2,14.2,SBST,50,36
54359,2,14.5,SBST,50,37
54349,2,14.9,SBST,50,38
54399,2,15.3,SBST,50,39
54339,2,15.8,SBST,50,40
54329,2,16.2,SBST,50,41
54319,2,16.5,SBST,50,42
54531,2,16.9,SBST,50,43
53241,2,17.2,SBST,50,44
53231,2,17.8,SBST,50,45
53229,2,18.3,SBST,50,46
53009,2,18.7,SBST,50,47
22609,1,0,SBST,502,1
22191,1,0.1,SBST,502,2
22181,1,0.4,SBST,502,3
22461,1,0.7,SBST,502,4
22451,1,1.1,SBST,502,5
27301,1,1.4,SBST,502,6
27369,1,1.8,SBST,502,7
27359,1,2.1,SBST,502,8
27389,1,2.7,SBST,502,9
27379,1,3,SBST,502,10
22599,1,3.5,SBST,502,11
22449,1,3.7,SBST,502,12
22489,1,4.1,SBST,502,13
21399,1,4.5,SBST,502,14
21421,1,4.9,SBST,502,15
21241,1,5.3,SBST,502,16
28539,1,5.7,SBST,502,17
28409,1,6,SBST,502,18
28529,1,6.3,SBST,502,19
28519,1,6.8,SBST,502,20
28509,1,7,SBST,502,21
28499,1,7.5,SBST,502,22
28469,1,7.9,SBST,502,23
28459,1,8.3,SBST,502,24
28339,1,8.7,SBST,502,25
28329,1,9.1,SBST,502,26
28631,1,9.5,SBST,502,27
28641,1,9.8,SBST,502,28
28651,1,10.4,SBST,502,29
28049,1,11,SBST,502,30
9169,1,25.6,SBST,502,31
9179,1,25.9,SBST,502,32
9048,1,26.4,SBST,502,33
9038,1,27,SBST,502,34
8138,1,27.4,SBST,502,35
8057,1,27.8,SBST,502,36
8069,1,28.3,SBST,502,37
4179,1,28.6,SBST,502,38
2049,1,29,SBST,502,39
2151,1,29.6,SBST,502,40
2161,1,30.3,SBST,502,41
2171,1,30.6,SBST,502,42
3509,1,31.5,SBST,502,43
3519,1,31.8,SBST,502,44
3539,1,32.4,SBST,502,45
3529,1,32.8,SBST,502,46
3129,1,33.4,SBST,502,47
3217,1,33.7,SBST,502,48
28041,1,47.9,SBST,502,60
28659,1,48.5,SBST,502,61
28649,1,49.2,SBST,502,62
28639,1,49.5,SBST,502,63
28321,1,49.9,SBST,502,64
28331,1,50.3,SBST,502,65
28451,1,50.8,SBST,502,66
28461,1,51.2,SBST,502,67
28491,1,51.7,SBST,502,68
28501,1,52.1,SBST,502,69
28511,1,52.5,SBST,502,70
28521,1,52.8,SBST,502,71
28401,1,53.1,SBST,502,72
28531,1,53.4,SBST,502,73
21249,1,54,SBST,502,74
21429,1,54.4,SBST,502,75
21391,1,54.8,SBST,502,76
22481,1,55.2,SBST,502,77
22441,1,55.7,SBST,502,78
22591,1,56,SBST,502,79
27371,1,56.4,SBST,502,80
27381,1,56.8,SBST,502,81
27351,1,57.5,SBST,502,82
27361,1,57.8,SBST,502,83
27309,1,58.2,SBST,502,84
22459,1,58.5,SBST,502,85
22469,1,58.7,SBST,502,86
22189,1,59,SBST,502,87
22199,1,59.4,SBST,502,88
22609,1,59.5,SBST,502,89
22609,1,0,SBST,502A,1
22191,1,0.1,SBST,502A,2
22181,1,0.4,SBST,502A,3
22461,1,0.7,SBST,502A,4
22451,1,1.1,SBST,502A,5
27301,1,1.4,SBST,502A,6
27369,1,1.8,SBST,502A,7
27359,1,2.1,SBST,502A,8
27389,1,2.7,SBST,502A,9
27379,1,3,SBST,502A,10
22599,1,3.5,SBST,502A,11
22449,1,3.7,SBST,502A,12
22489,1,4.1,SBST,502A,13
21399,1,4.5,SBST,502A,14
21421,1,4.9,SBST,502A,15
21241,1,5.3,SBST,502A,16
9169,1,24.1,SBST,502A,24
9179,1,24.4,SBST,502A,25
9048,1,24.9,SBST,502A,26
9038,1,25.5,SBST,502A,27
8138,1,25.9,SBST,502A,28
8057,1,26.3,SBST,502A,29
8069,1,26.8,SBST,502A,30
4179,1,27.1,SBST,502A,31
2049,1,27.5,SBST,502A,32
2151,1,28.1,SBST,502A,33
2161,1,28.8,SBST,502A,34
2171,1,29.1,SBST,502A,35
3509,1,30,SBST,502A,36
3519,1,30.3,SBST,502A,37
3539,1,30.9,SBST,502A,38
3529,1,31.3,SBST,502A,39
28009,1,0,SBST,506,1
28441,1,0.5,SBST,506,3
28071,1,0.8,SBST,506,4
28081,1,1.1,SBST,506,5
28281,1,1.5,SBST,506,6
28291,1,1.8,SBST,506,7
43459,1,2.3,SBST,506,8
43349,1,2.8,SBST,506,9
43539,1,3.2,SBST,506,10
43409,1,3.5,SBST,506,11
43411,1,4,SBST,506,12
43179,1,4.6,SBST,506,13
43189,1,5,SBST,506,14
43619,1,5.4,SBST,506,15
43629,1,5.6,SBST,506,16
42319,1,6,SBST,506,17
52071,1,17.5,SBST,506,22
52509,1,18.3,SBST,506,23
52329,1,18.6,SBST,506,24
72011,1,25.4,SBST,506,27
72021,1,25.8,SBST,506,28
72061,1,26.3,SBST,506,29
72071,1,26.5,SBST,506,30
84499,1,27,SBST,506,31
84489,1,27.6,SBST,506,32
84461,1,28,SBST,506,33
84471,1,28.4,SBST,506,34
84621,1,28.8,SBST,506,35
84611,1,29.2,SBST,506,36
84631,1,29.4,SBST,506,37
84601,1,29.6,SBST,506,38
84209,1,29.9,SBST,506,39
84529,1,30.4,SBST,506,40
84219,1,30.7,SBST,506,41
84199,1,31.2,SBST,506,42
84051,1,31.7,SBST,506,43
84061,1,32,SBST,506,44
84101,1,32.6,SBST,506,45
84661,1,32.9,SBST,506,46
84671,1,33.2,SBST,506,47
94051,1,33.5,SBST,506,48
94061,1,34,SBST,506,49
94009,1,34.2,SBST,506,50
94009,2,0,SBST,506,1
94069,2,0.4,SBST,506,2
94059,2,0.7,SBST,506,3
84679,2,1.2,SBST,506,4
84669,2,1.4,SBST,506,5
84109,2,1.8,SBST,506,6
84069,2,2.3,SBST,506,7
84059,2,2.6,SBST,506,8
84191,2,3.2,SBST,506,9
84211,2,3.7,SBST,506,10
84521,2,4,SBST,506,11
84201,2,4.5,SBST,506,12
84609,2,4.8,SBST,506,13
84639,2,5.1,SBST,506,14
84619,2,5.3,SBST,506,15
84629,2,5.6,SBST,506,16
84479,2,5.9,SBST,506,17
84469,2,6.3,SBST,506,18
84481,2,6.9,SBST,506,19
84491,2,7.4,SBST,506,20
72079,2,7.8,SBST,506,21
72069,2,8.1,SBST,506,22
72029,2,8.5,SBST,506,23
72019,2,8.9,SBST,506,24
52321,2,15.9,SBST,506,27
52501,2,16.2,SBST,506,28
52079,2,17.5,SBST,506,29
42311,2,29.2,SBST,506,33
43621,2,29.6,SBST,506,34
43611,2,29.9,SBST,506,35
43181,2,30.2,SBST,506,36
43171,2,30.6,SBST,506,37
43419,2,31.2,SBST,506,38
43401,2,31.6,SBST,506,39
43531,2,32,SBST,506,40
43341,2,32.4,SBST,506,41
43453,2,32.9,SBST,506,42
28299,2,33.3,SBST,506,43
28289,2,33.6,SBST,506,44
28089,2,33.9,SBST,506,45
28079,2,34.2,SBST,506,46
28449,2,34.6,SBST,506,47
28009,2,35.1,SBST,506,48
64009,1,0,SBST,51,1
64019,1,0.7,SBST,51,2
63069,1,1,SBST,51,3
63249,1,1.4,SBST,51,4
63071,1,1.9,SBST,51,5
63081,1,2.2,SBST,51,6
63091,1,2.6,SBST,51,7
63101,1,2.9,SBST,51,8
62231,1,3.3,SBST,51,9
62241,1,3.6,SBST,51,10
71051,1,4,SBST,51,11
71061,1,4.5,SBST,51,12
71071,1,4.9,SBST,51,13
71081,1,5.3,SBST,51,14
71091,1,5.8,SBST,51,15
72019,1,6.2,SBST,51,16
83119,1,6.9,SBST,51,17
83109,1,7.1,SBST,51,18
82069,1,7.8,SBST,51,19
82049,1,8.3,SBST,51,20
82029,1,8.7,SBST,51,21
82109,1,9,SBST,51,22
81069,1,9.3,SBST,51,23
81049,1,9.7,SBST,51,24
81029,1,10,SBST,51,25
80089,1,10.5,SBST,51,26
80069,1,10.9,SBST,51,27
80049,1,11.4,SBST,51,28
80039,1,11.6,SBST,51,29
80029,1,12.1,SBST,51,30
1339,1,12.6,SBST,51,31
1329,1,13,SBST,51,32
1229,1,13.5,SBST,51,33
1139,1,13.9,SBST,51,34
1039,1,14.2,SBST,51,35
1029,1,14.4,SBST,51,36
4168,1,15,SBST,51,37
4249,1,15.2,SBST,51,38
5029,1,15.6,SBST,51,39
5131,1,16.2,SBST,51,40
6171,1,16.6,SBST,51,41
6161,1,17.1,SBST,51,42
6151,1,17.4,SBST,51,43
6141,1,17.9,SBST,51,44
10221,1,18.2,SBST,51,45
10231,1,18.6,SBST,51,46
10241,1,19.1,SBST,51,47
10261,1,19.5,SBST,51,48
10271,1,19.8,SBST,51,49
10281,1,20.2,SBST,51,50
10291,1,20.6,SBST,51,51
11131,1,21.1,SBST,51,52
11141,1,21.3,SBST,51,53
11151,1,21.9,SBST,51,54
11059,1,22.2,SBST,51,55
11049,1,22.6,SBST,51,56
11039,1,23,SBST,51,57
11029,1,23.4,SBST,51,58
11519,1,24,SBST,51,59
18019,1,24.7,SBST,51,60
15059,1,25.2,SBST,51,61
15049,1,25.5,SBST,51,62
15141,1,25.9,SBST,51,63
15151,1,26.2,SBST,51,64
15161,1,26.4,SBST,51,65
15191,1,26.9,SBST,51,66
15201,1,27.2,SBST,51,67
15221,1,27.8,SBST,51,68
16201,1,28.1,SBST,51,69
16011,1,28.4,SBST,51,70
16021,1,28.9,SBST,51,71
16031,1,29.2,SBST,51,72
16041,1,29.4,SBST,51,73
16051,1,29.7,SBST,51,74
16061,1,29.9,SBST,51,75
16071,1,30.1,SBST,51,76
16081,1,30.4,SBST,51,77
17011,1,30.7,SBST,51,78
17021,1,31,SBST,51,79
17381,1,31.3,SBST,51,80
17031,1,31.6,SBST,51,81
17041,1,31.9,SBST,51,82
17061,1,32.4,SBST,51,83
17071,1,32.6,SBST,51,84
20291,1,33,SBST,51,85
20281,1,33.5,SBST,51,86
20131,1,34.1,SBST,51,87
20141,1,34.5,SBST,51,88
20199,1,34.7,SBST,51,89
20189,1,35,SBST,51,90
20261,1,35.3,SBST,51,91
20271,1,35.7,SBST,51,92
28221,1,36,SBST,51,93
28231,1,36.3,SBST,51,94
28241,1,36.7,SBST,51,95
28439,1,37.1,SBST,51,96
28009,1,37.6,SBST,51,97
28009,2,0,SBST,51,1
28301,2,0.3,SBST,51,2
28431,2,0.6,SBST,51,3
28249,2,0.9,SBST,51,4
28239,2,1.4,SBST,51,5
28229,2,2,SBST,51,6
20269,2,2.4,SBST,51,7
20181,2,2.7,SBST,51,8
20191,2,2.9,SBST,51,9
20149,2,3.1,SBST,51,10
20139,2,3.5,SBST,51,11
20289,2,4,SBST,51,12
20299,2,4.5,SBST,51,13
17079,2,4.7,SBST,51,14
17069,2,5,SBST,51,15
17049,2,5.5,SBST,51,16
17039,2,5.9,SBST,51,17
17389,2,6.2,SBST,51,18
17029,2,6.5,SBST,51,19
17019,2,6.9,SBST,51,20
16089,2,7.2,SBST,51,21
16079,2,7.5,SBST,51,22
16069,2,7.8,SBST,51,23
16059,2,8.1,SBST,51,24
16049,2,8.3,SBST,51,25
16039,2,8.5,SBST,51,26
16029,2,8.8,SBST,51,27
16019,2,9.3,SBST,51,28
16209,2,9.5,SBST,51,29
15229,2,9.8,SBST,51,30
15219,2,10,SBST,51,31
15209,2,10.4,SBST,51,32
15199,2,10.7,SBST,51,33
15169,2,11.2,SBST,51,34
15159,2,11.4,SBST,51,35
15149,2,11.7,SBST,51,36
15041,2,12.1,SBST,51,37
15051,2,12.4,SBST,51,38
18011,2,12.9,SBST,51,39
11511,2,13.5,SBST,51,40
11021,2,14,SBST,51,41
11031,2,14.3,SBST,51,42
11041,2,15,SBST,51,43
11051,2,15.4,SBST,51,44
11159,2,16,SBST,51,45
11149,2,16.4,SBST,51,46
11139,2,16.7,SBST,51,47
10299,2,17.2,SBST,51,48
10289,2,17.5,SBST,51,49
10279,2,17.9,SBST,51,50
10269,2,18.2,SBST,51,51
10249,2,18.6,SBST,51,52
10239,2,19.1,SBST,51,53
10229,2,19.4,SBST,51,54
6149,2,19.7,SBST,51,55
6159,2,20,SBST,51,56
6169,2,20.4,SBST,51,57
6189,2,20.8,SBST,51,58
5023,2,21.1,SBST,51,59
4222,2,21.4,SBST,51,60
4142,2,21.9,SBST,51,61
1012,2,22.4,SBST,51,62
1113,2,23,SBST,51,63
1121,2,23.4,SBST,51,64
1211,2,23.7,SBST,51,65
1311,2,24,SBST,51,66
80011,2,24.6,SBST,51,67
80031,2,25.1,SBST,51,68
80051,2,25.4,SBST,51,69
80071,2,25.8,SBST,51,70
80091,2,26.3,SBST,51,71
81011,2,26.6,SBST,51,72
81031,2,26.9,SBST,51,73
81051,2,27.4,SBST,51,74
82011,2,28,SBST,51,75
82032,2,28.2,SBST,51,76
82061,2,28.8,SBST,51,77
83101,2,29.2,SBST,51,78
83111,2,29.5,SBST,51,79
72011,2,30,SBST,51,80
71099,2,30.3,SBST,51,81
71089,2,30.7,SBST,51,82
71079,2,31.1,SBST,51,83
71069,2,31.6,SBST,51,84
71059,2,32,SBST,51,85
62249,2,32.4,SBST,51,86
62239,2,32.8,SBST,51,87
63109,2,33.2,SBST,51,88
63099,2,33.5,SBST,51,89
63089,2,33.9,SBST,51,90
63079,2,34.3,SBST,51,91
63241,2,34.8,SBST,51,92
63061,2,35.1,SBST,51,93
64011,2,35.3,SBST,51,94
64009,2,36,SBST,51,95
75129,1,0,SBST,513,1
75139,1,0.4,SBST,513,2
75161,1,0.8,SBST,513,3
75201,1,1.1,SBST,513,4
75109,1,1.4,SBST,513,5
75039,1,1.6,SBST,513,6
75241,1,1.9,SBST,513,7
75231,1,2.3,SBST,513,8
75221,1,2.7,SBST,513,9
75051,1,3.2,SBST,513,10
3539,1,23.6,SBST,513,19
3529,1,24,SBST,513,20
3129,1,24.6,SBST,513,21
3218,1,25.1,SBST,513,22
3222,2,0,SBST,513,1
3111,2,0.7,SBST,513,2
3071,2,1,SBST,513,3
3381,2,1.6,SBST,513,5
3391,2,1.8,SBST,513,6
75059,2,21.1,SBST,513,15
75229,2,21.5,SBST,513,16
75239,2,22,SBST,513,17
75249,2,22.4,SBST,513,18
75031,2,22.9,SBST,513,19
75101,2,23.2,SBST,513,20
75209,2,23.5,SBST,513,21
75169,2,23.7,SBST,513,22
75131,2,24.3,SBST,513,23
75121,2,24.6,SBST,513,24
77009,1,0,GAS,518,1
77191,1,0.7,GAS,518,2
77201,1,1.1,GAS,518,3
77211,1,1.4,GAS,518,4
77251,1,1.9,GAS,518,5
77261,1,2.3,GAS,518,6
77271,1,2.6,GAS,518,7
77289,1,2.9,GAS,518,8
77239,1,3.2,GAS,518,9
77249,1,3.5,GAS,518,10
78049,1,3.8,GAS,518,11
77019,1,4,GAS,518,12
77029,1,4.4,GAS,518,13
77039,1,4.8,GAS,518,14
77049,1,5.2,GAS,518,15
77059,1,5.6,GAS,518,16
78069,1,5.9,GAS,518,17
78059,1,6.3,GAS,518,18
98099,1,6.7,GAS,518,19
98019,1,7.1,GAS,518,20
76249,1,7.7,GAS,518,21
76239,1,8,GAS,518,22
76039,1,8.3,GAS,518,23
76109,1,8.6,GAS,518,24
76099,1,9,GAS,518,25
76089,1,9.4,GAS,518,26
76079,1,9.8,GAS,518,27
75059,1,10.5,GAS,518,28
75229,1,10.9,GAS,518,29
75239,1,11.4,GAS,518,30
75249,1,11.8,GAS,518,31
75259,1,12.1,GAS,518,32
84459,1,14.3,GAS,518,33
84539,1,14.5,GAS,518,34
50129,1,24.5,GAS,518,37
50119,1,24.9,GAS,518,38
50069,1,25.5,GAS,518,39
40189,1,26.3,GAS,518,41
40179,1,26.5,GAS,518,42
9219,1,27.3,GAS,518,43
9047,1,27.7,GAS,518,44
9037,1,28.2,GAS,518,45
8138,1,28.9,GAS,518,46
8057,1,29.3,GAS,518,47
8069,1,29.8,GAS,518,48
4179,1,30.1,GAS,518,49
2049,1,30.5,GAS,518,50
2151,1,31.1,GAS,518,51
2161,1,31.8,GAS,518,52
2171,1,32.1,GAS,518,53
3509,1,33,GAS,518,54
3519,1,33.3,GAS,518,55
84451,1,45.2,GAS,518,60
75251,1,47.6,GAS,518,61
75241,1,47.9,GAS,518,62
75231,1,48.3,GAS,518,63
75221,1,48.7,GAS,518,64
75051,1,49.2,GAS,518,65
76071,1,49.9,GAS,518,66
76081,1,50.4,GAS,518,67
76091,1,50.8,GAS,518,68
76101,1,51.2,GAS,518,69
76031,1,51.4,GAS,518,70
76231,1,51.8,GAS,518,71
76241,1,52.1,GAS,518,72
98011,1,52.7,GAS,518,73
98091,1,53,GAS,518,74
78051,1,53.4,GAS,518,75
78061,1,53.8,GAS,518,76
77051,1,54.2,GAS,518,77
77041,1,54.6,GAS,518,78
77031,1,55,GAS,518,79
77021,1,55.3,GAS,518,80
77011,1,55.7,GAS,518,81
77241,1,56,GAS,518,82
77231,1,56.3,GAS,518,83
77281,1,56.6,GAS,518,84
77279,1,57,GAS,518,85
77269,1,57.3,GAS,518,86
77259,1,57.7,GAS,518,87
77219,1,58.1,GAS,518,88
77209,1,58.5,GAS,518,89
77199,1,58.9,GAS,518,90
77009,1,59.6,GAS,518,91
77009,1,0,GAS,518A,1
77191,1,0.7,GAS,518A,2
77201,1,1.1,GAS,518A,3
77211,1,1.4,GAS,518A,4
77251,1,1.9,GAS,518A,5
77261,1,2.3,GAS,518A,6
77271,1,2.6,GAS,518A,7
77289,1,2.9,GAS,518A,8
77239,1,3.2,GAS,518A,9
77249,1,3.5,GAS,518A,10
78049,1,3.8,GAS,518A,11
77019,1,4,GAS,518A,12
77029,1,4.4,GAS,518A,13
77039,1,4.8,GAS,518A,14
77049,1,5.2,GAS,518A,15
77059,1,5.6,GAS,518A,16
78069,1,5.9,GAS,518A,17
78059,1,6.3,GAS,518A,18
98099,1,6.7,GAS,518A,19
98019,1,7.1,GAS,518A,20
50129,1,23.8,GAS,518A,23
50119,1,24.2,GAS,518A,24
50069,1,24.8,GAS,518A,25
40189,1,25.6,GAS,518A,27
40179,1,25.8,GAS,518A,28
9219,1,26.6,GAS,518A,29
9047,1,27,GAS,518A,30
9037,1,27.5,GAS,518A,31
8138,1,28.2,GAS,518A,32
8057,1,28.6,GAS,518A,33
8069,1,29.1,GAS,518A,34
4179,1,29.4,GAS,518A,35
2049,1,29.8,GAS,518A,36
2151,1,30.4,GAS,518A,37
2161,1,31.1,GAS,518A,38
2171,1,31.4,GAS,518A,39
3509,1,32.3,GAS,518A,40
3519,1,32.6,GAS,518A,41
28009,1,0,SBST,51A,1
28301,1,0.3,SBST,51A,2
28431,1,0.6,SBST,51A,3
28249,1,0.9,SBST,51A,4
28239,1,1.4,SBST,51A,5
28229,1,2,SBST,51A,6
20269,1,2.4,SBST,51A,7
20181,1,2.7,SBST,51A,8
20191,1,2.9,SBST,51A,9
53009,1,0,SBST,52,1
53221,1,0.6,SBST,52,2
53239,1,1,SBST,52,3
53391,1,1.5,SBST,52,4
53381,1,2,SBST,52,5
53371,1,2.3,SBST,52,6
53321,1,2.7,SBST,52,7
53331,1,3.1,SBST,52,8
53341,1,3.5,SBST,52,9
53351,1,3.9,SBST,52,10
53361,1,4.2,SBST,52,11
53069,1,4.5,SBST,52,12
53059,1,4.9,SBST,52,13
53049,1,5.3,SBST,52,14
53039,1,5.6,SBST,52,15
53029,1,5.9,SBST,52,16
53019,1,6.3,SBST,52,17
51079,1,6.9,SBST,52,18
51119,1,7.4,SBST,52,19
41169,1,9,SBST,52,20
42089,1,15.4,SBST,52,21
42149,1,15.9,SBST,52,22
12109,1,16.5,SBST,52,23
12099,1,16.9,SBST,52,24
12089,1,17.1,SBST,52,25
12079,1,17.6,SBST,52,26
12069,1,17.9,SBST,52,27
17119,1,18.4,SBST,52,28
17109,1,18.6,SBST,52,29
17151,1,19.3,SBST,52,30
17161,1,19.6,SBST,52,31
17171,1,20,SBST,52,32
17181,1,20.3,SBST,52,33
20101,1,20.6,SBST,52,34
28011,1,21.2,SBST,52,35
28021,1,21.7,SBST,52,36
28031,1,22.2,SBST,52,37
28041,1,22.6,SBST,52,38
28659,1,23.2,SBST,52,39
28649,1,23.9,SBST,52,40
28639,1,24.2,SBST,52,41
28319,1,24.6,SBST,52,42
28449,1,24.9,SBST,52,43
28009,1,25.4,SBST,52,44
28009,2,0,SBST,52,1
28441,2,0.5,SBST,52,3
28311,2,0.9,SBST,52,4
28631,2,1.4,SBST,52,5
28641,2,1.7,SBST,52,6
28651,2,2.3,SBST,52,7
28049,2,2.9,SBST,52,8
28039,2,3.3,SBST,52,9
28029,2,3.6,SBST,52,10
28019,2,4.2,SBST,52,11
20109,2,4.8,SBST,52,12
17189,2,5.2,SBST,52,13
17179,2,5.5,SBST,52,14
17169,2,5.8,SBST,52,15
17159,2,6.2,SBST,52,16
17101,2,6.7,SBST,52,17
17111,2,7.1,SBST,52,18
12061,2,7.5,SBST,52,19
12071,2,7.8,SBST,52,20
12081,2,8.3,SBST,52,21
12091,2,8.7,SBST,52,22
12101,2,9.1,SBST,52,23
42141,2,9.5,SBST,52,24
42071,2,9.9,SBST,52,25
42259,2,10.2,SBST,52,26
41161,2,16,SBST,52,27
51111,2,17.7,SBST,52,28
51071,2,18.1,SBST,52,29
53011,2,18.6,SBST,52,30
53021,2,19.1,SBST,52,31
53041,2,19.6,SBST,52,32
53051,2,19.9,SBST,52,33
53061,2,20.4,SBST,52,34
53369,2,20.8,SBST,52,35
53359,2,21.2,SBST,52,36
53349,2,21.6,SBST,52,37
53339,2,22,SBST,52,38
53329,2,22.5,SBST,52,39
53379,2,22.9,SBST,52,40
53389,2,23.2,SBST,52,41
53399,2,23.7,SBST,52,42
53231,2,24.2,SBST,52,43
53229,2,24.7,SBST,52,44
53009,2,25.1,SBST,52,45
53009,1,0,SBST,53,1
53261,1,0.6,SBST,53,2
53249,1,1.2,SBST,53,3
54539,1,1.6,SBST,53,4
54101,1,2.3,SBST,53,5
66091,1,3.2,SBST,53,6
66031,1,3.7,SBST,53,7
66041,1,4.2,SBST,53,8
66051,1,4.5,SBST,53,9
66379,1,4.9,SBST,53,10
66359,1,5.2,SBST,53,11
62141,1,5.5,SBST,53,12
62059,1,5.9,SBST,53,13
62229,1,6.3,SBST,53,14
63309,1,6.7,SBST,53,15
63299,1,7,SBST,53,16
63289,1,7.3,SBST,53,17
63279,1,7.6,SBST,53,18
63269,1,7.9,SBST,53,19
63131,1,8.4,SBST,53,20
64201,1,8.8,SBST,53,21
64211,1,9.1,SBST,53,22
64221,1,9.6,SBST,53,23
64131,1,9.9,SBST,53,24
77339,1,15.2,SBST,53,27
77289,1,15.7,SBST,53,28
77239,1,16,SBST,53,29
77249,1,16.3,SBST,53,30
78049,1,16.6,SBST,53,31
77019,1,16.8,SBST,53,32
77029,1,17.2,SBST,53,33
77039,1,17.6,SBST,53,34
77049,1,18,SBST,53,35
77059,1,18.4,SBST,53,36
78069,1,18.7,SBST,53,37
78059,1,19.1,SBST,53,38
98099,1,19.5,SBST,53,39
98019,1,19.9,SBST,53,40
95151,1,24.1,SBST,53,42
95011,1,24.6,SBST,53,43
95109,1,26,SBST,53,44
95029,1,26.8,SBST,53,45
95129,1,27.6,SBST,53,46
95019,1,28.7,SBST,53,47
95159,1,29.5,SBST,53,48
98011,1,34,SBST,53,50
98091,1,34.3,SBST,53,51
78051,1,34.7,SBST,53,52
78061,1,35.1,SBST,53,53
77051,1,35.5,SBST,53,54
77041,1,35.9,SBST,53,55
77031,1,36.3,SBST,53,56
77021,1,36.6,SBST,53,57
77011,1,37,SBST,53,58
77241,1,37.3,SBST,53,59
77231,1,37.6,SBST,53,60
77281,1,37.9,SBST,53,61
77331,1,38.3,SBST,53,62
64229,1,43.3,SBST,53,65
64219,1,43.7,SBST,53,66
64209,1,44.1,SBST,53,67
63139,1,44.4,SBST,53,68
63261,1,45,SBST,53,69
63271,1,45.3,SBST,53,70
63281,1,45.6,SBST,53,71
63291,1,46,SBST,53,72
63301,1,46.3,SBST,53,73
62221,1,46.6,SBST,53,74
62051,1,47.2,SBST,53,75
62149,1,47.4,SBST,53,76
66351,1,47.8,SBST,53,77
66371,1,48.2,SBST,53,78
66059,1,48.5,SBST,53,79
66049,1,48.9,SBST,53,80
66039,1,49.2,SBST,53,81
66099,1,49.9,SBST,53,82
54109,1,50.8,SBST,53,83
54531,1,51.4,SBST,53,84
53241,1,51.7,SBST,53,85
53269,1,52.4,SBST,53,86
53009,1,53,SBST,53,87
77289,1,0,SBST,53A,1
77239,1,0.3,SBST,53A,2
77249,1,0.6,SBST,53A,3
78049,1,0.9,SBST,53A,4
77019,1,1.1,SBST,53A,5
77029,1,1.5,SBST,53A,6
77039,1,1.9,SBST,53A,7
77049,1,2.3,SBST,53A,8
77059,1,2.7,SBST,53A,9
78069,1,3,SBST,53A,10
78059,1,3.4,SBST,53A,11
98099,1,3.8,SBST,53A,12
98019,1,4.2,SBST,53A,13
95151,1,8.4,SBST,53A,15
95011,1,8.9,SBST,53A,16
95109,1,10.3,SBST,53A,17
95029,1,11.1,SBST,53A,18
95129,1,11.9,SBST,53A,19
63261,1,0,SBST,53M,1
63271,1,0.3,SBST,53M,2
63281,1,0.6,SBST,53M,3
63291,1,1,SBST,53M,4
63301,1,1.3,SBST,53M,5
62221,1,1.6,SBST,53M,6
62051,1,2.2,SBST,53M,7
63141,1,2.6,SBST,53M,8
